gen_id,route_id,type_id,x1,y1,x2,y2
1,1,1,0,0,32,32
1,1,1,32,32,64,64
1,1,1,64,64,96,96
1,1,1,96,96,128,128
1,1,1,128,128,160,160
1,1,1,160,160,192,192
1,1,1,192,192,224,224
1,1,1,224,224,256,256
1,1,1,256,256,288,288
1,1,1,288,288,320,320
1,1,1,0,320,32,352
1,1,1,32,352,64,384
1,1,1,64,384,96,416
1,1,1,96,416,128,448
1,1,1,128,448,160,480
1,1,1,160,480,192,512
1,1,1,192,512,224,544
1,1,1,224,544,256,576
1,1,2,0,0,32,32
1,1,2,32,32,64,64
1,1,2,64,64,96,96
1,1,2,96,96,128,128
1,1,2,128,128,160,160
1,1,2,160,160,192,192
1,1,2,192,192,224,224
1,1,2,224,224,256,256
1,1,2,256,256,288,288
1,1,2,288,288,320,320
1,1,2,0,320,32,352
1,1,2,32,352,64,384
1,1,2,64,384,96,416
1,1,2,96,416,128,448
1,1,2,128,448,160,480
1,1,2,160,480,192,512
1,1,2,192,512,224,544
1,1,2,224,544,256,576
1,1,2,256,576,288,608
1,1,2,288,608,320,640
1,1,2,0,640,32,672
1,1,2,32,672,64,704
1,1,2,64,704,96,736
1,1,2,96,736,128,768
1,1,2,128,768,160,800
1,1,2,160,800,192,832
1,1,2,192,832,224,864
1,1,2,224,864,256,896
1,1,2,256,896,288,928
1,1,2,288,928,320,960
1,1,2,0,960,32,992
1,1,2,32,992,64,1024
1,1,2,64,1024,96,1056
1,1,2,96,1056,128,1088
1,1,2,128,1088,160,1120
1,1,2,160,1120,192,1152
1,1,2,192,1152,224,1184
1,1,2,224,1184,256,1216
1,1,2,256,1216,288,1248
1,1,2,288,1248,320,1280
1,1,2,0,1280,32,1312
1,1,2,32,1312,64,1344
1,1,2,64,1344,96,1376
1,1,2,96,1376,128,1408
1,1,2,128,1408,160,1440
1,1,2,160,1440,192,1472
1,1,2,192,1472,224,1504
1,1,2,224,1504,256,1536
1,1,2,256,1536,288,1568
1,1,2,288,1568,320,1600
1,1,2,0,1600,32,1632
1,1,2,32,1632,64,1664
1,1,2,64,1664,96,1696
1,1,2,96,1696,128,1728
1,1,2,128,1728,160,1760
1,1,2,160,1760,192,1792
1,1,2,192,1792,224,1824
1,1,2,224,1824,256,1856
1,1,2,256,1856,288,1888
1,1,2,288,1888,320,1920
1,1,2,0,1920,32,1952
1,1,2,32,1952,64,1984
1,1,2,64,1984,96,2016
1,1,2,96,2016,128,2048
1,1,2,128,2048,160,2080
1,1,2,160,2080,192,2112
1,1,2,192,2112,224,2144
1,1,2,224,2144,256,2176
1,1,2,256,2176,288,2208
1,1,2,288,2208,320,2240
1,1,2,0,2240,32,2272
1,1,2,32,2272,64,2304
1,1,2,64,0,96,32
1,1,2,96,32,128,64
1,1,2,128,64,160,96
1,1,2,160,96,192,128
1,1,2,192,128,224,160
1,1,2,224,160,256,192
1,1,2,256,192,288,224
1,1,2,288,224,320,256
1,1,2,0,256,32,288
1,1,2,32,288,64,320
1,1,2,64,320,96,352
