gen_id,route_id,type_id,x1,y1,x2,y2
1,1,2,0,0,32,32
1,1,2,32,32,64,64
1,1,2,64,64,96,96
1,1,2,96,96,128,128
1,1,2,128,128,160,160
1,1,2,160,160,192,192
1,1,2,192,192,224,224
1,1,2,224,224,256,256
1,1,2,256,256,288,288
1,1,2,288,0,320,32
1,1,2,320,32,352,64
1,1,2,352,64,384,96
1,1,2,384,96,416,128
1,1,2,416,128,448,160
1,1,2,448,160,480,192
1,1,2,480,192,512,224
1,1,2,512,224,544,256
1,1,2,544,256,576,288
1,1,2,576,0,608,32
1,1,2,608,32,640,64
1,1,2,640,64,672,96
1,1,2,672,96,704,128
1,1,2,704,128,736,160
1,1,2,736,160,768,192
1,1,2,768,192,800,224
1,1,2,800,224,832,256
1,1,2,832,256,864,288
1,1,2,864,0,896,32
1,1,2,896,32,928,64
1,1,2,928,64,960,96
1,1,2,960,96,992,128
1,1,2,992,128,1024,160
1,1,2,1024,160,1056,192
1,1,2,1056,192,1088,224
1,1,2,1088,224,1120,256
1,1,2,1120,256,1152,288
1,1,2,1152,0,1184,32
1,1,2,1184,32,1216,64
1,1,2,1216,64,1248,96
1,1,2,1248,96,1280,128
1,1,2,1280,128,1312,160
1,1,2,1312,160,1344,192
1,1,2,1344,192,1376,224
1,1,2,1376,224,1408,256
1,1,2,1408,256,1440,288
1,1,2,1440,0,1472,32
1,1,2,1472,32,1504,64
1,1,2,1504,64,1536,96
1,1,2,1536,96,1568,128
1,1,2,1568,128,1600,160
1,1,2,0,160,32,192
1,1,2,32,192,64,224
1,1,2,64,224,96,256
1,1,2,96,256,128,288
1,1,2,128,0,160,32
1,1,2,160,32,192,64
1,1,2,192,64,224,96
1,1,2,224,96,256,128
1,1,2,256,128,288,160
1,1,2,288,160,320,192
1,1,2,320,192,352,224
1,1,2,352,224,384,256
1,1,2,384,256,416,288
1,1,2,416,0,448,32
1,1,2,448,32,480,64
1,1,2,480,64,512,96
1,1,2,512,96,544,128
1,1,2,544,128,576,160
1,1,2,576,160,608,192
1,1,2,608,192,640,224
1,1,2,640,224,672,256
1,1,2,672,256,704,288
1,1,2,704,0,736,32
1,1,2,736,32,768,64
1,1,2,768,64,800,96
1,1,2,800,96,832,128
1,1,2,832,128,864,160
1,1,2,864,160,896,192
1,1,2,896,192,928,224
1,1,2,928,224,960,256
1,1,2,960,256,992,288
1,1,2,992,0,1024,32
1,1,2,1024,32,1056,64
1,1,2,1056,64,1088,96
1,1,2,1088,96,1120,128
1,1,2,1120,128,1152,160
1,1,2,1152,160,1184,192
1,1,2,1184,192,1216,224
1,1,2,1216,224,1248,256
1,1,2,1248,256,1280,288
1,1,2,1280,0,1312,32
1,1,2,1312,32,1344,64
1,1,2,1344,64,1376,96
1,1,2,1376,96,1408,128
1,1,2,1408,128,1440,160
1,1,2,1440,160,1472,192
1,1,2,1472,192,1504,224
1,1,2,1504,224,1536,256
1,1,2,1536,256,1568,288
1,1,2,1568,0,1600,32
1,1,2,0,32,32,64
1,1,2,32,64,64,96
1,1,2,64,96,96,128
1,1,2,96,128,128,160
1,1,2,128,160,160,192
1,1,2,160,192,192,224
1,1,2,192,224,224,256
1,1,2,224,256,256,288
1,1,2,256,0,288,32
1,1,2,288,32,320,64
1,1,2,320,64,352,96
1,1,2,352,96,384,128
1,1,2,384,128,416,160
1,1,2,416,160,448,192
1,1,2,448,192,480,224
1,1,2,480,224,512,256
1,1,2,512,256,544,288
1,1,2,544,0,576,32
1,1,2,576,32,608,64
1,1,2,608,64,640,96
1,1,2,640,96,672,128
1,1,2,672,128,704,160
1,1,2,704,160,736,192
1,1,2,736,192,768,224
1,1,2,768,224,800,256
1,1,2,800,256,832,288
1,1,2,832,0,864,32
1,1,2,864,32,896,64
1,1,2,896,64,928,96
1,1,2,928,96,960,128
1,1,2,960,128,992,160
1,1,2,992,160,1024,192
1,1,2,1024,192,1056,224
1,1,2,1056,224,1088,256
1,1,2,1088,256,1120,288
1,1,2,1120,0,1152,32
1,1,2,1152,32,1184,64
1,1,2,1184,64,1216,96
1,1,2,1216,96,1248,128
1,1,2,1248,128,1280,160
1,1,2,1280,160,1312,192
1,1,2,1312,192,1344,224
1,1,2,1344,224,1376,256
1,1,2,1376,256,1408,288
1,1,2,1408,0,1440,32
1,1,2,1440,32,1472,64
1,1,2,1472,64,1504,96
1,1,2,1504,96,1536,128
1,1,2,1536,128,1568,160
1,1,2,1568,160,1600,192
1,1,2,0,192,32,224
1,1,2,32,224,64,256
1,1,2,64,256,96,288
1,1,2,96,0,128,32
1,1,2,128,32,160,64
1,1,2,160,64,192,96
1,1,2,192,96,224,128
1,1,2,224,128,256,160
1,1,2,256,160,288,192
1,1,2,288,192,320,224
1,1,2,320,224,352,256
1,1,2,352,256,384,288
1,1,2,384,0,416,32
1,1,2,416,32,448,64
1,1,2,448,64,480,96
1,1,2,480,96,512,128
1,1,2,512,128,544,160
1,1,2,544,160,576,192
1,1,2,576,192,608,224
1,1,2,608,224,640,256
1,1,2,640,256,672,288
1,1,2,672,0,704,32
1,1,2,704,32,736,64
1,1,2,736,64,768,96
1,1,2,768,96,800,128
1,1,2,800,128,832,160
1,1,2,832,160,864,192
1,1,2,864,192,896,224
1,1,2,896,224,928,256
1,1,2,928,256,960,288
1,1,2,960,0,992,32
1,1,2,992,32,1024,64
1,1,2,1024,64,1056,96
1,1,2,1056,96,1088,128
1,1,2,1088,128,1120,160
1,1,2,1120,160,1152,192
1,1,2,1152,192,1184,224
1,1,2,1184,224,1216,256
1,1,2,1216,256,1248,288
1,1,2,1248,0,1280,32
1,1,2,1280,32,1312,64
1,1,2,1312,64,1344,96
1,1,2,1344,96,1376,128
1,1,2,1376,128,1408,160
1,1,2,1408,160,1440,192
1,1,2,1440,192,1472,224
1,1,2,1472,224,1504,256
1,1,2,1504,256,1536,288
1,1,2,1536,0,1568,32
1,1,2,1568,32,1600,64
1,1,2,0,64,32,96
1,1,2,32,96,64,128
1,1,2,64,128,96,160
1,1,2,96,160,128,192
1,1,2,128,192,160,224
1,1,2,160,224,192,256
1,1,2,192,256,224,288
1,1,2,224,0,256,32
1,1,2,256,32,288,64
1,1,2,288,64,320,96
1,1,2,320,96,352,128
1,1,2,352,128,384,160
1,1,2,384,160,416,192
1,1,2,416,192,448,224
1,1,2,448,224,480,256
1,1,2,480,256,512,288
1,1,2,512,0,544,32
1,1,2,544,32,576,64
1,1,2,576,64,608,96
1,1,2,608,96,640,128
1,1,2,640,128,672,160
1,1,2,672,160,704,192
1,1,2,704,192,736,224
1,1,2,736,224,768,256
1,1,2,768,256,800,288
1,1,2,800,0,832,32
1,1,2,832,32,864,64
1,1,2,864,64,896,96
1,1,2,896,96,928,128
1,1,2,928,128,960,160
1,1,2,960,160,992,192
1,1,2,992,192,1024,224
1,1,2,1024,224,1056,256
1,1,2,1056,256,1088,288
1,1,2,1088,0,1120,32
1,1,2,1120,32,1152,64
1,1,2,1152,64,1184,96
1,1,2,1184,96,1216,128
1,1,2,1216,128,1248,160
1,1,2,1248,160,1280,192
1,1,2,1280,192,1312,224
1,1,2,1312,224,1344,256
1,1,2,1344,256,1376,288
1,1,2,1376,0,1408,32
1,1,2,1408,32,1440,64
1,1,2,1440,64,1472,96
1,1,2,1472,96,1504,128
1,1,2,1504,128,1536,160
1,1,2,1536,160,1568,192
1,1,2,1568,192,1600,224
1,1,2,0,224,32,256
1,1,2,32,256,64,288
1,1,2,64,0,96,32
1,1,2,96,32,128,64
1,1,2,128,64,160,96
1,1,2,160,96,192,128
1,1,2,192,128,224,160
1,1,2,224,160,256,192
1,1,2,256,192,288,224
1,1,2,288,224,320,256
1,1,2,320,256,352,288
1,1,2,352,0,384,32
1,1,2,384,32,416,64
1,1,2,416,64,448,96
1,1,2,448,96,480,128
1,1,2,480,128,512,160
1,1,2,512,160,544,192
1,1,2,544,192,576,224
1,1,2,576,224,608,256
1,1,2,608,256,640,288
1,1,2,640,0,672,32
1,1,2,672,32,704,64
1,1,2,704,64,736,96
1,1,2,736,96,768,128
1,1,2,768,128,800,160
1,1,2,800,160,832,192
1,1,2,832,192,864,224
1,1,2,864,224,896,256
1,1,2,896,256,928,288
1,1,2,928,0,960,32
1,1,2,960,32,992,64
1,1,2,992,64,1024,96
1,1,2,1024,96,1056,128
1,1,2,1056,128,1088,160
1,1,2,1088,160,1120,192
1,1,2,1120,192,1152,224
1,1,2,1152,224,1184,256
1,1,2,1184,256,1216,288
1,1,2,1216,0,1248,32
1,1,2,1248,32,1280,64
1,1,2,1280,64,1312,96
1,1,2,1312,96,1344,128
1,1,2,1344,128,1376,160
