gen_id,route_id,type_id,x1,y1,x2,y2
1,1,2,0,0,32,32
1,1,2,32,32,64,64
1,1,2,64,64,96,96
1,1,2,96,96,128,128
1,1,2,128,128,160,160
1,1,2,160,160,192,192
1,1,2,192,192,224,224
1,1,2,224,224,256,256
1,1,2,256,256,288,288
1,1,2,288,288,320,320
1,1,2,0,320,32,352
1,1,2,32,352,64,384
1,1,2,64,384,96,416
1,1,2,96,416,128,448
1,1,2,128,448,160,480
1,1,2,160,480,192,512
1,1,2,192,512,224,544
1,1,2,224,544,256,576
1,1,2,256,576,288,608
1,1,2,288,608,320,640
1,1,2,0,640,32,672
1,1,2,32,672,64,704
1,1,2,64,704,96,736
1,1,2,96,736,128,768
1,1,2,128,768,160,800
1,1,2,160,800,192,832
1,1,2,192,832,224,864
1,1,2,224,0,256,32
1,1,2,256,32,288,64
1,1,2,288,64,320,96
1,1,2,0,96,32,128
1,1,2,32,128,64,160
1,1,2,64,160,96,192
1,1,2,96,192,128,224
1,1,2,128,224,160,256
1,1,2,160,256,192,288
1,1,2,192,288,224,320
1,1,2,224,320,256,352
1,1,2,256,352,288,384
1,1,2,288,384,320,416
1,1,2,0,416,32,448
1,1,2,32,448,64,480
1,1,2,64,480,96,512
1,1,2,96,512,128,544
1,1,2,128,544,160,576
1,1,2,160,576,192,608
1,1,2,192,608,224,640
1,1,2,224,640,256,672
1,1,2,256,672,288,704
1,1,2,288,704,320,736
1,1,2,0,736,32,768
1,1,2,32,768,64,800
1,1,2,64,800,96,832
1,1,2,96,832,128,864
1,1,2,128,0,160,32
1,1,2,160,32,192,64
1,1,2,192,64,224,96
1,1,2,224,96,256,128
1,1,2,256,128,288,160
1,1,2,288,160,320,192
1,1,2,0,192,32,224
1,1,2,32,224,64,256
1,1,2,64,256,96,288
1,1,2,96,288,128,320
1,1,2,128,320,160,352
1,1,2,160,352,192,384
1,1,2,192,384,224,416
1,1,2,224,416,256,448
1,1,2,256,448,288,480
1,1,2,288,480,320,512
1,1,2,0,512,32,544
1,1,2,32,544,64,576
1,1,2,64,576,96,608
1,1,2,96,608,128,640
1,1,2,128,640,160,672
1,1,2,160,672,192,704
1,1,2,192,704,224,736
1,1,2,224,736,256,768
1,1,2,256,768,288,800
1,1,2,288,800,320,832
1,1,2,0,832,32,864
1,1,2,32,0,64,32
1,1,2,64,32,96,64
1,1,2,96,64,128,96
1,1,2,128,96,160,128
1,1,2,160,128,192,160
1,1,2,192,160,224,192
1,1,2,224,192,256,224
1,1,2,256,224,288,256
1,1,2,288,256,320,288
1,1,2,0,288,32,320
1,1,2,32,320,64,352
1,1,2,64,352,96,384
1,1,2,96,384,128,416
1,1,2,128,416,160,448
1,1,2,160,448,192,480
1,1,2,192,480,224,512
1,1,2,224,512,256,544
1,1,2,256,544,288,576
1,1,2,288,576,320,608
1,1,2,0,608,32,640
1,1,2,32,640,64,672
1,1,2,64,672,96,704
1,1,2,96,704,128,736
1,1,2,128,736,160,768
1,1,2,160,768,192,800
1,1,2,192,800,224,832
1,1,2,224,832,256,864
1,1,2,256,0,288,32
1,1,2,288,32,320,64
1,1,2,0,64,32,96
1,1,2,32,96,64,128
1,1,2,64,128,96,160
1,1,2,96,160,128,192
1,1,2,128,192,160,224
1,1,2,160,224,192,256
1,1,2,192,256,224,288
1,1,2,224,288,256,320
1,1,2,256,320,288,352
1,1,2,288,352,320,384
1,1,2,0,384,32,416
1,1,2,32,416,64,448
1,1,2,64,448,96,480
1,1,2,96,480,128,512
1,1,2,128,512,160,544
1,1,2,160,544,192,576
1,1,2,192,576,224,608
1,1,2,224,608,256,640
1,1,2,256,640,288,672
1,1,2,288,672,320,704
1,1,2,0,704,32,736
1,1,2,32,736,64,768
1,1,2,64,768,96,800
1,1,2,96,800,128,832
1,1,2,128,832,160,864
1,1,2,160,0,192,32
1,1,2,192,32,224,64
1,1,2,224,64,256,96
1,1,2,256,96,288,128
1,1,2,288,128,320,160
1,1,2,0,160,32,192
1,1,2,32,192,64,224
1,1,2,64,224,96,256
1,1,2,96,256,128,288
1,1,2,128,288,160,320
1,1,2,160,320,192,352
1,1,2,192,352,224,384
1,1,2,224,384,256,416
1,1,2,256,416,288,448
1,1,2,288,448,320,480
1,1,2,0,480,32,512
1,1,2,32,512,64,544
1,1,2,64,544,96,576
1,1,2,96,576,128,608
1,1,2,128,608,160,640
1,1,2,160,640,192,672
1,1,2,192,672,224,704
1,1,2,224,704,256,736
1,1,2,256,736,288,768
1,1,2,288,768,320,800
1,1,2,0,800,32,832
1,1,2,32,832,64,864
1,1,2,64,0,96,32
1,1,2,96,32,128,64
1,1,2,128,64,160,96
1,1,2,160,96,192,128
1,1,2,192,128,224,160
1,1,2,224,160,256,192
1,1,2,256,192,288,224
1,1,2,288,224,320,256
1,1,2,0,256,32,288
1,1,2,32,288,64,320
1,1,2,64,320,96,352
1,1,2,96,352,128,384
1,1,2,128,384,160,416
1,1,2,160,416,192,448
1,1,2,192,448,224,480
1,1,2,224,480,256,512
1,1,2,256,512,288,544
