gen_id,route_id,type_id,x1,y1,x2,y2
1,1,1,0,0,32,32
1,1,1,32,32,64,64
1,1,1,64,64,96,96
1,1,1,96,96,128,128
1,1,1,128,128,160,160
1,1,1,160,160,192,192
1,1,1,192,192,224,224
1,1,1,224,224,256,256
1,1,2,0,0,32,32
1,1,2,32,32,64,64
1,1,2,64,64,96,96
1,1,2,96,96,128,128
1,1,2,128,128,160,160
1,1,2,160,160,192,192
1,1,2,192,192,224,224
1,1,2,224,224,256,256
1,1,2,256,256,288,288
1,1,2,288,288,320,320
1,1,2,0,320,32,352
1,1,2,32,352,64,384
1,1,2,64,384,96,416
1,1,2,96,416,128,448
1,1,2,128,448,160,480
1,1,2,160,480,192,512
1,1,2,192,512,224,544
1,1,2,224,544,256,576
1,1,2,256,576,288,608
1,1,2,288,608,320,640
1,1,2,0,640,32,672
1,1,2,32,672,64,704
1,1,2,64,704,96,736
1,1,2,96,736,128,768
1,1,2,128,768,160,800
1,1,2,160,800,192,832
1,1,2,192,832,224,864
1,1,2,224,864,256,896
1,1,2,256,896,288,928
1,1,2,288,928,320,960
1,1,2,0,960,32,992
1,1,2,32,992,64,1024
1,1,2,64,1024,96,1056
1,1,2,96,1056,128,1088
1,1,2,128,1088,160,1120
1,1,2,160,1120,192,1152
1,1,2,192,1152,224,1184
1,1,2,224,1184,256,1216
1,1,2,256,1216,288,1248
1,1,2,288,1248,320,1280
1,1,2,0,1280,32,1312
1,1,2,32,1312,64,1344
1,1,2,64,1344,96,1376
1,1,2,96,1376,128,1408
1,1,2,128,1408,160,1440
1,1,2,160,1440,192,1472
1,1,2,192,1472,224,1504
1,1,2,224,1504,256,1536
1,1,2,256,1536,288,1568
1,1,2,288,1568,320,1600
1,1,2,0,1600,32,1632
1,1,2,32,1632,64,1664
1,1,2,64,1664,96,1696
1,1,2,96,1696,128,1728
1,1,2,128,0,160,32
1,1,2,160,32,192,64
1,1,2,192,64,224,96
1,1,2,224,96,256,128
1,1,2,256,128,288,160
1,1,2,288,160,320,192
1,1,2,0,192,32,224
1,1,2,32,224,64,256
1,1,2,64,256,96,288
1,1,2,96,288,128,320
1,1,2,128,320,160,352
1,1,2,160,352,192,384
1,1,2,192,384,224,416
1,1,2,224,416,256,448
1,1,2,256,448,288,480
1,1,2,288,480,320,512
1,1,2,0,512,32,544
1,1,2,32,544,64,576
1,1,2,64,576,96,608
1,1,2,96,608,128,640
1,1,2,128,640,160,672
1,1,2,160,672,192,704
1,1,2,192,704,224,736
1,1,2,224,736,256,768
1,1,2,256,768,288,800
1,1,2,288,800,320,832
1,1,2,0,832,32,864
1,1,2,32,864,64,896
1,1,2,64,896,96,928
1,1,2,96,928,128,960
1,1,2,128,960,160,992
1,1,2,160,992,192,1024
1,1,2,192,1024,224,1056
1,1,2,224,1056,256,1088
1,1,2,256,1088,288,1120
1,1,2,288,1120,320,1152
1,1,2,0,1152,32,1184
1,1,2,32,1184,64,1216
1,1,2,64,1216,96,1248
1,1,2,96,1248,128,1280
1,1,2,128,1280,160,1312
1,1,2,160,1312,192,1344
1,1,2,192,1344,224,1376
1,1,2,224,1376,256,1408
1,1,2,256,1408,288,1440
1,1,2,288,1440,320,1472
1,1,2,0,1472,32,1504
1,1,2,32,1504,64,1536
1,1,2,64,1536,96,1568
1,1,2,96,1568,128,1600
1,1,2,128,1600,160,1632
1,1,2,160,1632,192,1664
1,1,2,192,1664,224,1696
1,1,2,224,1696,256,1728
1,1,2,256,0,288,32
1,1,2,288,32,320,64
1,1,2,0,64,32,96
1,1,2,32,96,64,128
1,1,2,64,128,96,160
1,1,2,96,160,128,192
1,1,2,128,192,160,224
1,1,2,160,224,192,256
1,1,2,192,256,224,288
1,1,2,224,288,256,320
1,1,2,256,320,288,352
1,1,2,288,352,320,384
1,1,2,0,384,32,416
1,1,2,32,416,64,448
1,1,2,64,448,96,480
1,1,2,96,480,128,512
1,1,2,128,512,160,544
1,1,2,160,544,192,576
1,1,2,192,576,224,608
1,1,2,224,608,256,640
1,1,2,256,640,288,672
1,1,2,288,672,320,704
1,1,2,0,704,32,736
1,1,2,32,736,64,768
1,1,2,64,768,96,800
1,1,2,96,800,128,832
1,1,2,128,832,160,864
1,1,2,160,864,192,896
1,1,2,192,896,224,928
1,1,2,224,928,256,960
1,1,2,256,960,288,992
