gen_id,route_id,type_id,x1,y1,x2,y2
1,1,1,0,0,32,32
1,1,1,32,32,64,64
1,1,1,64,64,96,96
1,1,1,96,96,128,128
1,1,1,128,128,160,160
1,1,1,160,160,192,192
1,1,1,192,192,224,224
1,1,1,224,224,256,256
1,1,1,256,256,288,288
1,1,1,288,0,320,32
1,1,2,0,0,32,32
1,1,2,32,32,64,64
1,1,2,64,64,96,96
1,1,2,96,96,128,128
1,1,2,128,128,160,160
1,1,2,160,160,192,192
1,1,2,192,192,224,224
1,1,2,224,224,256,256
1,1,2,256,256,288,288
1,1,2,288,0,320,32
1,1,2,320,32,352,64
1,1,2,352,64,384,96
1,1,2,384,96,416,128
1,1,2,416,128,448,160
1,1,2,448,160,480,192
1,1,2,480,192,512,224
1,1,2,512,224,544,256
1,1,2,544,256,576,288
1,1,2,576,0,608,32
1,1,2,608,32,640,64
1,1,2,640,64,672,96
1,1,2,672,96,704,128
1,1,2,704,128,736,160
1,1,2,736,160,768,192
1,1,2,768,192,800,224
1,1,2,800,224,832,256
1,1,2,832,256,864,288
1,1,2,864,0,896,32
1,1,2,896,32,928,64
1,1,2,928,64,960,96
1,1,2,0,96,32,128
1,1,2,32,128,64,160
1,1,2,64,160,96,192
1,1,2,96,192,128,224
1,1,2,128,224,160,256
1,1,2,160,256,192,288
1,1,2,192,0,224,32
1,1,2,224,32,256,64
1,1,2,256,64,288,96
1,1,2,288,96,320,128
1,1,2,320,128,352,160
1,1,2,352,160,384,192
1,1,2,384,192,416,224
1,1,2,416,224,448,256
1,1,2,448,256,480,288
1,1,2,480,0,512,32
1,1,2,512,32,544,64
1,1,2,544,64,576,96
1,1,2,576,96,608,128
1,1,2,608,128,640,160
1,1,2,640,160,672,192
1,1,2,672,192,704,224
1,1,2,704,224,736,256
1,1,2,736,256,768,288
1,1,2,768,0,800,32
